UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13
250,FR,FRA,250,,,,France,46.2276,2.2137,France,65273512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,52,138,237,316,389,449,523,1800,6744,17064,43282,76022,86315,94026,125412,179119,235786,306206,364846,409148,428814,468073,585735,708973,850380,959716,1059768,1097558,1106913,1184746,1286346,1397366,1533689,1641660,1674505,1681046,1753562,1858499,1966265,2096492,2208671,2240319,2250184,2341930,2478946,2624696,2809069,2960765,3001838,3013585,3126918,3276646,3428745,3614693,3768799,3815101,3824314,3933703,4069942,4208819,4398037,4579993,4652713,4662761,4778541,4943371,5121519,5348881,5608354,5828689,5953067,6107863,6332931,6564396,6864895,7207287,7449047,7514422,7701930,7880409,8066765,8275968,8539088,8714839,8766131,8966893,9255096,9551271,9932113,10327367,10536311,10598269,10852232,11202748,11533745,11929647,12298247,12498872,12562312,12631962,12951833,13322254,13774307,14293250,14585506,14674921,15022239,15469800,15895917,16371589,16849018,17124044,17209495,17548608,17967453,18381678,18850054,19320170,19618411,19724462,20093677,20559330,21033641,21574992,22120714,22387944,22609744,22905355,23432973,23970389,24574111,25188549,25652804,25891887,26083007,26654280,27354356,28036610
,,,,,,,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,301,301,2433,2433,2433,2433,2433,2433,2433,3925,3925,3925,3925,3925,3925,3925,5762,5762,5762,6528,6528,7700,7700,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,10678,10678,10678
270,GM,GMB,270,,,,Gambia,13.4432,-15.3101,Gambia,2416664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345,5345,5345,5345,5345,5345,5345,5345,5345,12674,12674,12674,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,16735,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,20922,24659,24659,24659
,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4924,4924,7822,7822,7822,7822,7822,11603,11603,15693,15693,17261,18287,18287,20622,22090,23493,24917,26427,27654,27654,30209,31019,31911,33337,34897,36056,36056,38553,40095,41801,43568,45338,45338,45338,45338,45338,47949,51600,54687,58533,58533,58533,67136,67136,77343
276,DE,DEU,276,,,,Germany,51.1657,10.4515,Germany,83783945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23455,42671,85664,142913,180314,204999,255112,279877,328412,379953,437893,495628,554642,610384,647578,708625,790628,889308,989922,1092901,1156777,1201852,1283059,1386906,1519822,1615596,1727346,1807705,1870217,1964691,2062875,2160920,2257840,2356905,2432032,2491954,2612988,2744516,2872712,3006080,3123033,3237945,3338087,3392342,3502479,3635903,3785820,3928755,4084507,4192790,4257874,4384827,4520203,4670241,4813551,4966780,5081027,5166962,5327421,5494270,5669691,5858428,6067575,6216266,6324386,6519929,6739670,6983268,7226283,7495109,7697530,7847877,8086729,8336843,8620142,8901582,9225170,9471645,9642838,9890994,10070104,10275173,10469940,10713554,10933730,11099804,11365863,11663565,11997540,12334761,12709346,12996060,13192944,13501324,13829295,14170469,14493815,14723649,14955469,15151536,15401095,15779241,16456622,17189282,17812200,18180618,18441200,18856575,19427534,20201206,20880417,21473551,21835530,22101706,22500362,23055049,23767744,24400828,24950783,25319032,25602047,26029056,26811998,27929958,28867269,29663973,29997085,30259137,30704961,31538309,32654281,33596920,34415348,34810952,35079739,35119477,35758253,36893056,38714021
288,GH,GHA,288,,,,Ghana,7.9465,-1.0232,Ghana,31072945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,202252,202252,300000,300000,300000,300000,300000,300000,300000,300000,420000,420000,420000,420000,420000,420000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,599128,647380,681211,681211,703752,742349,742349,742349,755686,755686,755686,755686,755686,842521,842521,842521,842521,842521,842521,846588,846588,846588,846588,849527,849527,849527,849527,849527,849527,849527,849527,849527,849527,849527,849527,852047,852047
300,GR,GRC,300,,,,Greece,39.0742,21.8243,Greece,10423056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,1077,1722,2339,2603,3149,3869,10327,16631,20616,26445,35272,40427,44645,50045,56475,64932,70960,75412,80391,80391,85898,94454,109831,125928,143877,160101,160101,179951,197755,216040,234285,253363,271287,271287,293817,315628,338122,359723,380136,397857,397857,397857,417565,437872,459535,482416,506038,526369,526369,554745,575766,603667,634037,664347,693436,697245,730410,762624,794347,826370,857306,885821,885821,921189,957139,991409,1024711,1059304,1091749,1091749,1126060,1158386,1190723,1222393,1254087,1283472,1283472,1285437,1316554,1345735,1375828,1407064,1436491,1436491,1469020,1503487,1536957,1537104,1572726,1604238,1604238,1635676,1668956,1699807,1739051,1777502,1830362,1830362,1886370,1946339,2003644,2058750,2114222,2169353,2169353,2225878,2280934,2334557,2387148,2440210,2491857,2491857,2546154,2600998,2652448,2708780,2765367,2821625,2821625,2883199,2945058,3009488,3075698,3097693,3115339,3115339,3136791,3201212,3309788,3424468,3535148,3647616,3647689,3760640,3868356,3973336,4079168
308,GD,GRD,308,,,,Grenada,12.1165,-61.679,Grenada,112519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,146,146,146,146,146,146,146,1200,1200,1200,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8424,8606,8606,8606,8606,8606,8606,8606,8606,8606,9821,9821,9821,9821,9821,10084,10084,10084,10084,10084,10373,10373,10373,10373,10373,10717,10878,10878,10911,10911,10911,10911,10911,11497,11497,11497,11731,11731,11731,12764,13458,13458,13458,13458,14550,14550,15397,15397,15397,15397,15397,15397,15397,17000,17000,17000,17000,17000,17000,17000,17000
320,GT,GTM,320,,,,Guatemala,15.7835,-90.2308,Guatemala,17915567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2224,2490,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,19947,28534,30890,34217,42330,48130,55060,60182,66399,68852,69266,72405,78350,83076,88694,91918,93601,94272,98920,104919,108165,110438,112751,114511,116221,119558,123473,127945,132611,137716,139010,139490,143488,147614,150898,154556,157745,157799,157800,158918,160370,162110,163438,165271,165271,165271,166209,167447,168367,170109,170833,171267,171695,172490,176102,182332,191128,204328,206951,206951,206951,217348,232949,245772
324,GN,GIN,324,,,,Guinea,9.9456,-9.6966,Guinea,13132792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,34178,34178,62645,62645,62645,62645,62645,66439,66439,82135,82135,82135,82135,82135,82135,82135,82135,106024,109296,109296,109296,112506,114297,116113,124501,124501,129345,129424,132340,135454,138610,141294,143534,143534,143534,145763,147216,150799,169529,173623,173623,173623,173623,173623,173623,202784
328,GY,GUY,328,,,,Guyana,4.8604,-58.9302,Guyana,786559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,668,668,668,668,668,668,668,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,32714,32714,32714,40468,40468,40468,40468,40468,40468,40468,40468,60172,60172,60172,60172,73600,73600,73600,73600,73600,73600,73600,73600,113596,113596,113596,126800,126800,126800,126800,126800,126800,126800,126800,126800,126800,153494,153494,153494,153494,153494,153494,153494,153494
340,HN,HND,340,,,,Honduras,15.2,-86.2419,Honduras,9904608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,2684,7100,28570,28570,37317,37317,43073,43073,43073,43073,43073,43073,43073,43073,43073,43073,43073,43073,43073,52772,52772,52772,52772,52772,52772,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639,57639
348,HU,HUN,348,,,,Hungary,47.1625,19.5033,Hungary,9660350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,2461,3789,5110,5110,5110,12000,15000,21000,31500,42549,42549,42549,71000,78579,86929,96101,105728,112847,119944,123188,131332,133257,138584,144798,150128,153392,156098,162315,170476,187508,213010,247889,278830,299138,311662,322306,334130,357303,381062,391621,396634,396634,401791,406197,411992,431097,455168,463383,465636,473551,483751,506044,544253,600048,636240,654462,662816,679850,719146,761905,808008,927181,936938,974524,1011405,1052593,1142680,1254377,1288974,1310643,1361530,1425697,1476985,1581521,1670757,1711969,1733557,1746578,1804088,1863621,1922005,1985993,2038133,2068990,2118256,2190630,2272123,2398215,2537934,2589469,2609739,2609739,2764216,2853155,3019875,3126733,3217618,3275851,3355199,3542687,3686031,3815241,3932413,4033579,4117641,4220229,4327732,4416581,4416581,4416581,4638477,4657806,4717755,4788720,4872750,4999342,5129390,5129390,5268968,5391453,5548121,5692877,5794447,5971865,6080554,6150309,6257132,6372472,6468466,6610557,6714425,6776759,6809350,6876236,6990835,7005646,7005646
352,IS,ISL,352,,,,Iceland,64.9631,-19.0208,Iceland,341250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,4875,6205,6205,6205,6205,6205,15220,15220,15522,15522,15522,15522,15522,15522,15522,16951,16951,17515,17515,17515,17515,17657,17657,17657,17657,19624,19624,19624,19844,20031,21569,24853,25718,25718,25718,27762,27933,27933,31451,32157,32157,32157,33683,33835,33835,39196,39749,39749,39749,42027,42027,42027,46052,46862,46862,46862,47059,47059,50297,51283,52604,52604,52604,53019,54868,58029,59903,60366,60366,60366,66156,72987,72987,72987,74603,74603,74603,74603,74603,74603,86368,86368,86368,89190,89190,89190,95439,98672,98672,98672,100168,100168,107345,107345,113330,113330,113330,113330,113330,121530,133604,145637,145637,145637,146575,146575,157748,174206,192235,192235,192235,192235,196585,196585,207051,212603
356,IN,IND,356,,,,India,20.5937,78.9629,India,1380004385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191181,224301,454049,674835,806484,1043534,1390592,1582201,1615504,2023809,2029480,2355979,2928053,3500027,3744334,3758843,3950156,4138918,4449552,4959445,5416849,5775322,5812362,5812362,6259008,6611561,7017114,7505010,7967647,8263858,8285295,8720822,8999230,9422228,10188007,10715204,11085173,11085173,11424094,11907392,12366633,13067047,13756940,14242547,14301266,14854136,15620749,16616048,18005503,19497704,20922344,20989010,23008733,24367906,25685011,26164920,28218457,29738409,29908038,32947432,35064536,37143255,39339817,42063392,44603841,45065998,48494594,50841286,53145709,55504440,58109773,60269782,60530435,61113354,63054353,65117896,68789138,73054295,75979651,79105163,83110926,87077474,90198673,94334262,98075160,101595147,104528565,108533085,111179578,114493238,117223509,119937641,122622590,123852566,127129113,127129113,129646105,132754608,135658324,138379832,139185173,142524947,144879233,147053392,149268772,154989635,156816031,157198207,157198207,160494188,162513339,164973058,167346544,169439663,172677343,172710066,175235991,177214256,179298584
,,,,,,Andaman and Nicobar Islands,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104374,105163,105286,105286,106880,107756,108829,109868,110657,110740,111634,112230,112809,113446
,,,,,,Andhra Pradesh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6579817,6700248,6696306,6696306,6742700,6916457,7070242,7167599,7294471,7308217,7310220,7340481,7373521,7413446
,,,,,,Arunachal Pradesh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241483,245633,246582,246582,256520,261355,266969,272190,276476,277725,283537,287203,289133,291703
,,,,,,Assam,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484613,2573549,2590276,2590276,2746508,2779689,2827561,2909540,2990895,3014274,3103919,3178021,3213306,3258291
,,,,,,Bihar,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6968234,7048944,7111275,7111275,7328118,7430164,7538326,7617232,7687374,7803237,7990481,8155618,8266897,8412634
,,,,,,Chandigarh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208489,213274,215893,215893,224778,229618,235770,241338,247629,251462,256680,261415,264937,269028
,,,,,,Chhattisgarh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5571099,5622933,5647085,5647085,5705613,5732278,5766859,5791448,5814814,5827151,5868522,5910035,5941724,5982055
,,,,,,Dadra and Nagar Haveli and Daman and Diu,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95496,96404,96619,96619,98230,99132,100282,101792,102834,103259,104328,105254,105904,108831
,,,,,,Delhi,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272128,3328646,3324922,3324922,3504708,3572311,3687783,3768047,3897189,3898971,4039723,4169137,4243858,4367398
,,,,,,Goa,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349718,355730,358279,358279,368247,373028,379322,385701,391445,393444,398600,404196,409697,416818
,,,,,,Gujarat,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12458508,12749030,12802651,12802651,13070486,13231478,13420247,13606684,13786185,13925616,14160135,14435678,14575629,14760705
,,,,,,Haryana,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758515,3779724,3796842,3796842,3924560,3984064,4086674,4189607,4266748,4318037,4436031,4542095,4609079,4700161
,,,,,,Himachal Pradesh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793402,1823976,1828953,1828953,1913334,1945930,1989691,2018702,2037743,2043705,2072295,2095924,2110484,2139633
,,,,,,Jammu and Kashmir,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348263,2378556,2415454,2415454,2497828,2550299,2596453,2652507,2692880,2703781,2732139,2759121,2770540,2775752
,,,,,,Jharkhand,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114124,3139573,3146822,3146822,3182602,3205030,3224368,3245635,3269710,3285308,3313930,3345583,3372051,3394495
,,,,,,Karnataka,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9643472,9782183,9817397,9817397,9948331,10111482,10252400,10366532,10487851,10526921,10630738,10791698,10905119,10994304
,,,,,,Kerala,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7377186,7428920,7426164,7426164,7572175,7594821,7695877,7854050,7933903,7934469,8042237,8112866,8155236,8181551
,,,,,,Ladakh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108513,109478,109694,109694,112784,115057,117110,118081,119276,119409,120549,121217,121926,122440
,,,,,,Lakshadweep,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23140,23455,23686,23686,24303,24676,24946,25267,25455,25765,26191,26700,26967,27039
,,,,,,Madhya Pradesh,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8079528,8151801,8154921,8154921,8242734,8357417,8462476,8479263,8595188,8596943,8714234,8732038,8859010,8963028
,,,,,,Maharashtra,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16184823,16322336,16342758,16342758,16520873,16781719,17243457,17617719,17858864,17970191,18264212,18648538,18966476,19312943
,,,,,,Manipur,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250314,263802,266790,266790,291900,304066,313874,322187,329805,330011,340961,349288,357683,363556
,,,,,,Meghalaya,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290726,297967,298409,298409,314393,320713,329374,337742,342209,342285,352959,364710,374530,384839
,,,,,,Mizoram,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256096,258922,258815,258815,267429,270992,275179,277305,277860,277860,281200,283991,285547,287535
,,,,,,Nagaland,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198814,199986,200268,200268,209616,213112,215703,217847,218088,218536,222357,225776,228084,231203
,,,,,,Odisha,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5857731,5872738,5874407,5874407,5944620,5967765,6017415,6094247,6159998,6166695,6292663,6392592,6448624,6497240
,,,,,,Puducherry,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197790,199906,200026,200026,204352,206992,209894,212857,215447,215935,219254,221604,223561,226096
,,,,,,Punjab,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394738,3477671,3498523,3498523,3551466,3627732,3705260,3773290,3836530,3873669,3947071,4023731,4072687,4108184
,,,,,,Rajasthan,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13022322,13092779,13173426,13173426,13474448,13597367,13700772,13841990,14019524,14104257,14288032,14524097,14691987,14798914
,,,,,,Sikkim,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203966,205129,204990,204990,209932,212161,214717,217439,218186,218350,220181,221311,221956,223712
,,,,,,Tamil Nadu,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947800,6045628,6046284,6046284,6188845,6249242,6336452,6422679,6480287,6499349,6587081,6661775,6738923,6822834
