UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13
768,TG,TGO,768,,,,Togo,8.6195,0.8248,Togo,8278737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,42092,82753,82753,82753,82753,82753,100000,100000,100000,100000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000
780,TT,TTO,780,,,,Trinidad and Tobago,10.6918,-61.2225,Trinidad and Tobago,1399491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,440,440,440,440,440,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,4777,4777,4777,4777,4777,4777,4777,13087,15425,16414,16462,17695,19475,21231,24086,27697,30808,34353,41549,41669,42082,42154,42455,42455,42455,44810,51479,55547,58224,59586,60732,61120,61345,61666,61764,61824
788,TN,TUN,788,,,,Tunisia,33.8869,9.5375,Tunisia,11818618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,743,2076,2555,2555,2555,2555,6861,6861,12496,18020,22040,22040,32026,38853,44311,44311,53089,53089,53089,53089,70769,80140,88543,98057,104922,116242,124779,130374,142932,154647,166093,175439,183025,191625,191625,191625,225900,239398,252672,265365,279890,293073,306612,320009,333000,345914,358746,372083,372083,400364,415801,424485,432878,444490,457568,478755,499369,499369,499369,537380,537380,537380
792,TR,TUR,792,,,,Turkey,38.9637,35.2433,Turkey,84339067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279452,616652,676903,706451,832412,950635,1052493,1120258,1202212,1226883,1244653,1302753,1410273,1522580,1697575,1928351,1960860,1986237,2136299,2229233,2343280,2500806,2559802,2601717,2610496,2610496,2664203,2732709,2795116,2846125,3404354,3709896,3825101,4182027,4630784,5223602,5895295,6361699,6533510,6571830,6837302,7289498,7619695,7979726,8298805,8514775,8547875,8774718,9073640,9317546,9560038,9756289,9883607,9917348,10001980,10222994,10360283,10502494,10742277,10923284,10992095,11261612,11696296,12142245,12431482,12844577,13029754,13057722,13265952,13589167,13969867,14227410,14491247,14652659,14652659,14949260,15301462,15834787,16148683,16317170,16602919,16683067,16993574,17367875,17704888,18089783,18320384,18445354,18494796,18728978,19062758,19272675,19445269,19811774,19937359,19970215,20075504,20283227,20477685,20728975,20887427,21068403,21130963,21394785,21678461,22132803,22568172,22816891,22899046,23006734,23294477,23729113,24103883,24467719,24691044,24853353,24918773,25018078,25178674,25348875,25402277
840,US,USA,840,,,,US,40.0,-100.0,US,329466283,0,0,50,1058,12835,42552,120538,192759,261890,431796,664308,887162,1088129,1162876,1247578,1304297,1554739,1902617,2289894,2595436,2786421,2922919,3432489,3617422,4070699,4423969,5040908,5770333,6261840,6569481,7247818,8516869,9634690,10630221,11535125,12344845,12819908,13228257,13386025,14977618,15848734,16999030,18231075,19031416,19601798,20380137,22710039,23947825,25555544,27380403,28568040,29532966,30541363,32217357,33516440,35067928,36820868,38840430,39967232,41222225,42359000,44026217,45807908,47937168,49704666,51293924,52107732,53478804,54655679,56268605,59707686,61264212,62994500,64803334,64965970,66517466,68225069,70561161,72930458,75256973,76909975,78668082,80582748,82683743,85177285,88015376,92047830,92381200,93682313,95784767,98293357,101211716,106967985,107009715,108906555,110624566,112994321,115805736,118523251,121467748,124316463,126246074,128064915,130492429,133399666,136830487,140108510,143289876,145595851,147524762,150295052,153772263,157443383,161319478,164607233,166858810,168427358,171557940,179137500,183480503,186898896,189530797,192078802,194804402,198336467,202316218,205664938,208947573,211278869,213027052,215737583,218774006,222112387,225228832,228076358,230247268,231904317,234248419,237295139,240055237,243139387,245035505,246343341,246431399,249314067,251814881,254510327,256939549,259176270,261136471,262652684,264226655,266195707
800,UG,UGA,800,,,,Uganda,1.3733,32.2903,Uganda,45741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1015,1215,1215,2841,4684,7920,13027,17543,19008,23527,25860,32526,46444,46664,46664,60139,69701,80836,90196,90196,90196,90196,90196,129634,138064,144025,163491,176469,176469,180969,189409,197299,206708,220893,220893,227691,232514,239617,245939,253562,268317,268317,268317,276306,276306,304030,321350,330077,330077,330077,339607,341819,364582,375283,387024,392146,395805,395805,395805,395805,404972,404972,418354
804,UA,UKR,804,,,,Ukraine,48.3794,31.1656,Ukraine,43733759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,1338,3051,3141,3141,4905,6888,9568,12481,15758,17037,17947,19118,23480,29378,38237,47541,51137,53155,62083,62083,92714,92714,104342,108310,111025,121929,155587,155587,192264,192264,192264,198465,212898,231566,248736,267835,286647,290568,291826,304682,320265,334578,353147,373005,377053,378269,388404,403556,419300,432820,445864,449197,450650,462794,477836,491880,508049,522388,526949,528033,539133,558723,629192,702568,752553,755214,755391,756310,759735,784229,822196,858242,863085,863085,866283,884547,904933,926520
784,AE,ARE,784,,,,United Arab Emirates,23.4241,53.8478,United Arab Emirates,9890400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826301,826301,887697,941556,1020349,1086568,1167251,1275652,1394580,1527833,1665987,1797926,1882778,1971521,2065367,2161150,2246069,2339078,2426798,2487789,2571091,2677680,2764450,2868650,3006606,3114167,3334162,3440777,3440777,3564517,3849374,3849374,4201347,4313868,4313868,4413649,4527144,4684658,4792208,4901795,5005264,5055231,5086835,5198725,5284406,5373730,5466831,5553391,5554342,5557793,5668264,5761463,5846036,5933299,6015089,6020461,6028417,6094956,6168330,6204004,6235316,6265860,6273009,6287751,6325211,6367861,6407350,6462887,6516723,6540912,6578881,6668627,6830369,6980466,7124146,7181056,7298768,7374725,7477881,7603328,7730375,7799517,7959682,8081751,8133841,8220783,8308469,8391302,8491382,8559291,8578979,8596722,8659503,8707073,8889571,8923543,8975014,9005444,9037923,9156728,9295462,9489684,9601463,9630200,9630200,9788826,9900002,9900002,10001241,10194266,10215846,10215846,10254053,10336214,10466251,10547584,10547584,10634693,10666924,10779163,10834453,10834453,10907264,11048547,11126889,11145934,11186348,11273344,11366954,11422565
826,GB,GBR,826,,,,United Kingdom,55.3781,-3.4360000000000004,United Kingdom,67886004,86095,86095,86095,86095,86095,86095,86095,673216,673216,673216,673216,673216,673216,673216,1001985,1001985,1001985,1001985,1001985,1001985,1001985,1397251,1402432,1402432,1402432,1402432,1402432,1402432,2677971,2843815,3067541,3356229,3678180,4006440,4286830,4514802,4723443,5070365,5437284,5849899,6329968,6822981,7044048,7325773,7638543,7953250,8369438,8859372,9468382,9790576,10143511,10520433,10992444,11477040,11975267,12525735,12526737,12806587,13162878,13577851,14033555,14542318,15091696,15599904,15839781,16122272,16499549,16996806,17465127,17852327,18197269,18348165,18558969,18911978,19392553,19913592,20450858,20885683,21091267,21322717,21599027,21946433,22392883,22887118,23335514,23519898,23773959,24064182,24405231,24759603,25216857,25781120,26063501,26503552,27032671,27614526,28274802,29015457,29859742,30279360,30691557,31186362,31766669,32325993,33020952,33684114,34125256,34530295,35033894,35660902,36277136,36631187,36917986,37120236,37230078,37391103,37899029,38444540,39001554,39587893,39846781,40107877,40496685,40958303,41505768,42140989,42780069,43084487,43457910,43915559,44450252,45012308,45613109,46309512,46650008,47045391,47540984,48138009,48752144,49319518,49834997,50118122,50372721,50682567,51225890,51834361,52433184,53041048,53425242,53715306,54060547,54549878,55189033
660,AI,AIA,660,,,Anguilla,United Kingdom,18.2206,-63.0686,"Anguilla, United Kingdom",15002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5348,5835,5835,5835,5835,5835,5835,5835,5835,5835,5835,5835,5835,5835,5835,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898,6898
60,BM,BMU,60,,,Bermuda,United Kingdom,32.3078,-64.7505,"Bermuda, United Kingdom",62273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37788,37788,37788,37788,37788,37788,37788,37788,37788,41152,41152,41152,41152,41152,45761,45761,45761,45761,45761,45761,45761,52337,52337,52337,52337,52337,52337,52337,55904,55904,55904,55904,55904,55904,55904,55904,55904,55904,55904,58193,58193,58193,58193,58193,58193
136,KY,CYM,136,,,Cayman Islands,United Kingdom,19.3133,-81.2546,"Cayman Islands, United Kingdom",65720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47602,49561,50763,50763,50763,50763,50763,50763,50763,55053,56214,56214,56214,56214,59473,59473,60637,61114,61114,61114,61114,63350,63350,63774,63774,63774,63774,65383,65383,65383,65383,65694,65694,65694,65694,65694,65694,69573,69573,69772,69772,69772,69772,73269,73258
82601,GB,GBR,826,,,England,United Kingdom,52.3555,-1.1743,"England, United Kingdom",55977200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29033640,29443531,29973324,30507732,30791767,31024182,31090290,31164176,31164176,31812141,32270892,32737372,33248869,33445922,33637546,33934639,34306139,34762728,35311033,35882008,36147077,36447797,36805597,37238073,37687736,38189536,38792402,39081147,39398398,39797081,40294585,40800604,41277728,41730517,41938694,42097592,42408492,42864836,43385662,43907911,44449424,44683075,44951908,45359338,45908796
238,FK,FLK,238,,,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,"Falkland Islands (Malvinas), United Kingdom",3483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,4322,4322,4322,4322,4322,4322,4322,4322,4322,4322,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407,4407
292,GI,GIB,292,,,Gibraltar,United Kingdom,36.1408,-5.3536,"Gibraltar, United Kingdom",33691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59050,59698,60265,60907,60907,60907,60907,60907,60907,62341,62341,63671,63671,64319,64931,64931,66209,66209,66232,66232,66712,66712,66712,67366,67972,67972,67972,67972,68752,69532,69532,70334,70334,71115,71115,71115,71115,72674,72674,73476,74256,74256,74256,74256,74256
833,IM,IMN,833,,,Isle of Man,United Kingdom,54.2361,-4.5481,"Isle of Man, United Kingdom",85032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49787,50426,51602,52831,54075,54075,54923,54923,54923,58497,59758,60889,61296,61699,62899,63488,63674,64099,64481,65085,65675,66414,66414,67915,68442,69648,69658,70249,70810,71703,72617,72617,72626,72626,72673,73471,75005,75013,75013,75013,75783,75783,76403,76977,76977
500,MS,MSR,500,,,Montserrat,United Kingdom,16.7425,-62.1874,"Montserrat, United Kingdom",4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1542,1542,1542,1542,1542,1751,1751,1751,1751,1751,1751,1751,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909
82602,GB,GBR,826,,,Northern Ireland,United Kingdom,54.7877,-6.4923,"Northern Ireland, United Kingdom",1881600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872751,887598,901766,918459,932502,939591,943750,950868,950868,973182,987819,1003165,1014642,1025912,1042365,1062178,1081565,1100577,1118743,1128654,1137331,1152820,1174847,1195663,1221153,1237267,1247931,1259478,1275695,1295125,1312891,1341681,1354660,1364658,1374895,1381581,1397087,1416826,1436817,1450283,1460425,1470135,1485125,1501023,1515760
654,SH,SHN,654,,,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-7.9467,-14.3559,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3653,3653,3653,3653,3653,3653,3653,3653,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572
82603,GB,GBR,826,,,Scotland,United Kingdom,56.4907,-4.2026,"Scotland, United Kingdom",5463300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2774841,2817825,2892389,2930288,2970830,3004894,3021654,3041596,3041596,3109207,3150389,3195223,3226453,3258897,3287832,3329393,3370666,3410845,3449101,3482651,3504809,3547319,3600230,3653406,3707609,3757787,3757787,3842474,3884852,3932925,3981439,4027013,4075205,4115416,4151554,4181811,4220716,4260931,4300841,4334182,4366271,4394452,4435576,4475493,4519508
82604,GB,GBR,826,,,Wales,United Kingdom,52.1307,-3.7837,"Wales, United Kingdom",3138600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837726,1865120,1893423,1893423,1936088,1936088,1958055,1962443,1962443,2004499,2035440,2065794,2097929,2116050,2140134,2170475,2199933,2231618,2231618,2286756,2295270,2309974,2334885,2363110,2395810,2395810,2455634,2466909,2486446,2515853,2549094,2579664,2579664,2624406,2624406,2636927,2656272,2683297,2711041,2711041,2764928,2781183,2803124,2825139,2853576
858,UY,URY,858,,,,Uruguay,-32.5228,-55.7658,Uruguay,3473727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,375,18395,33125,54421,63395,72590,72591,72591,100726,122551,147749,170134,193427,207215,204169,214803,221470,229363,265922,302191,314665,314684,353407,389931,425349,468739,509913,523118,523127,577516,629675,672971,722720,772120,784804,785158,823477,866866,912371,960832,998112,1024533,1024657,1078620,1133002,1188238,1249784,1310591,1345004,1357689,1396009,1436135,1478478,1529024,1579973,1601593,1602385,1648863,1695351,1740390,1786697,1834137,1834199,1834409,1868201,1903533,1936637,1974244,1997895,2002792,2005442,2051668,2095268,2127581,2201178
,,,,,,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,35000,35000,35000,35000,35000,148642,148642,148642,256958,335610,335610,335610,335610,335610,458555,458555,458555,458555,458555,544529,544529,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,600369,1173978,1173978
862,VE,VEN,862,,,,Venezuela,6.4238,-66.5897,Venezuela,28435943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,157,157,157,157,157,157,157,157,157,157,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,12194,14223,14223,14223,14223,14223,14223,14223,98000,98000,98000,98000,98000,98000,98000,98000,98000,98000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000
704,VN,VNM,704,,,,Vietnam,14.0583,108.2772,Vietnam,97338583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,522,955,1585,5248,10041,11605,15865,20695,24054,27546,30971,32361,33891,36082,37911,39817,42225,44000,44278,45140,46416,48256,49743,51216,52091,52335,52413,52868,53953,55151,56359,58037,58248,58418,59249,60139,62028,63758,66366,67789,79182,80857,106929,108897,128610,176037,198972,209632,259736,318792,425638,506435,509855,509855,509855,509855,509855,585539,675956,675956,747827,851513,851513,924850,924850,924850
,,,,,,,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,106,106,1316,2114,3391,9006,12543,12543,12543,14012,14012,14012,21919,26580,32034,32034,43147,45740,51784,58982,64011,64011,77348,77348,81459,81459,90916,90916
716,ZW,ZWE,716,,,,Zimbabwe,-19.0154,29.1549,Zimbabwe,14862927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1314,4041,7872,11007,12579,15705,18843,21456,25077,27970,30658,31325,32014,32240,35518,35761,35901,36019,36283,36359,36359,37660,39550,39607,40002,41687,42210,42729,43574,45197,51893,58987,67662,73431,79139,81610,85866,91880,105307,124753,132915,138900,145510,162633,179417,193677,206205,222733,223492,234579,248355,262128,285881,304701,311901,314446,316991,325007,332996,351799,365985,372099,390018,411610,433939,458013,477597,500342,520299,524199,537516,559777,576233,607355,640762,657838,684243,684243,709772,709772,730365
